ZIP,CASES,DEATHS
65636,1142,13

64499,34,0

65702,586,5

59727,263,1

59035,1338,36

59524,293,3

59752,71,0

59007,232,0

59316,53,0

59463,1732,6

59521,99,0

59351,277,3

59257,32,1

59215,219,4

59722,423,1

59336,59,0

59471,207,2

59919,3084,26

59752,2957,6

59058,34,0

59411,859,10

59046,15,0

59832,63,0

59525,737,19

59752,156,0

59418,14,0

59911,535,2

59633,860,5

59461,28,0

59923,296,3

59745,165,1

59215,61,0

59645,69,4

59866,15,0

59820,2111,10

59015,101,1

59065,245,0

59058,3,0

59544,163,0

59486,146,1

59351,54,5

59728,110,0

59326,32,0

59827,425,4

59217,304,5

59226,903,19

59083,751,21

59848,96,2

59257,66,0

59748,556,0

59015,201,3

59082,74,2

59419,88,0

59461,309,6

59076,22,1

59225,331,4

59085,64,2

59353,41,0

59015,6138,85

68980,839,15

68729,160,1

69366,4,0

69334,4,0

69142,2,0

68882,145,0

69354,234,1

68719,70,0

69221,74,0

68812,1802,15

68020,119,1

68667,264,2

68409,524,4

68730,140,0

69168,145,0

69221,69,4

69131,94,1

68980,163,1

68629,905,7

68038,283,1

68828,219,5

68785,2547,46

69354,242,1

68858,1273,15

69122,8,0

68751,163,2

68057,1604,17

68183,21830,221

69041,21,1

68335,94,1

68929,90,0

69034,36,0

68946,92,3

68357,530,5

69340,20,0

68637,26,0

68976,59,0

69366,4,0

68882,47,0

68980,2645,49

68980,246,13

68969,53,0

69040,21,0

69044,41,0

68742,276,3

69167,21,1

68820,143,5

68377,84,0

68448,101,0

68932,257,0

69122,102,0

68778,9,0

69128,47,0

68729,256,1

68542,8979,43

69025,854,7

69163,10,0

68823,8,0

68758,1450,10

69167,10,0

68640,139,1

69131,108,0

68882,83,0

68448,164,0

68335,91,0

68461,293,1

68380,28,0

69168,44,10

68958,290,1

68729,189,8

68640,1544,7

68662,191,4

69036,207,0

68337,95,2

69217,55,1

68338,914,2

68005,5651,37

68366,661,4

69341,730,8

68330,357,3

69365,128,0

68820,41,3

69354,12,0

68629,74,0

68335,61,0

69142,11,0

68071,324,4

68828,86,1

68142,474,7

68784,318,1

68952,115,0

68622,3,0

68843,467,2

89701,733,8

89496,206,4

89150,79240,1493

89460,400,1

89826,1358,13

89316,11,0

89438,169,4

89310,102,4

89008,45,0

89403,598,12

89427,18,0

89022,678,16

89419,24,0

89508,22,0

89505,12608,195

89301,118,1

03269,224,5

03259,146,2

03448,190,3

03597,39,0

03765,199,1

03468,5389,317

03243,867,27

03859,2551,105

03822,699,14

03754,77,1

08240,5056,264

07602,24891,2058

08554,8321,513

08031,11389,629

08219,1115,100

08362,3986,162

07105,24161,2141

08039,5442,242

07399,22803,1527

07979,1602,126

08611,9209,640

08899,21985,1444

08724,13899,870

07842,9063,834

08738,16600,1065

07502,20695,1261

08072,1165,88

07977,6445,592

07825,1717,197

07078,19849,1368

07833,1575,171

87026,10452,196

88039,9,1

88230,2001,19

87021,913,22

87749,44,1

88112,1548,10

88136,1,0

88024,5883,69

88254,1423,22

88038,186,3

87711,41,1

87743,1,0

88045,118,2

88262,2190,28

88343,369,6

87544,44,0

88031,864,11

87320,4616,261

87750,14,0

88354,1529,13

88112,101,2

87511,488,15

88118,449,7

87415,3756,204

87742,171,0

87013,1949,47

87535,1674,13

87939,104,1

87832,228,10

87556,224,4

87032,143,1

88424,44,2

87023,1009,5

12227,3590,128

14536,287,11

13749,3415,98

14168,462,19

13118,373,3

14722,887,4

14894,1662,15

13843,386,6

12912,242,5

12541,692,48

13087,524,1

12430,169,5

12604,5450,165

14273,12855,649

12989,205,14

12989,80,1

13454,361,28

14001,381,6

12452,495,15

13436,16,1

13475,389,10

13674,203,1

13325,115,5

14423,298,6

13314,559,9

14653,7175,261

12069,262,9

11773,49377,2209

14144,2050,90

13504,2686,127

13041,5337,186

14532,650,29

10922,13490,420

14479,399,55

13083,620,4

13342,393,5

10537,1800,63

12133,1088,42

10931,17760,512

12863,1319,17

12307,1549,48

12031,109,2

14876,119,2

14532,140,2

13678,390,4

14839,970,69

11964,48717,2019

12778,1750,37

13812,589,26

14852,606,0

12412,2500,84

12811,452,30

12819,334,14

14449,471,3

10596,40201,1471

14536,185,5

14415,115,6

27249,5095,76

28689,830,9

28623,294,2

28170,723,9

28615,417,3

28705,608,0

27865,1349,40

27847,724,19

28441,1077,19

28468,2160,41

28792,4032,112

28090,2633,48

28262,4815,91

28667,2431,19

27976,135,3

28532,1113,5

27311,616,5

28090,4302,61

27559,1922,61

28902,769,14

27932,524,10

28909,213,3

28038,3088,83

28439,1671,61

28532,2288,57

28308,6931,98

27958,222,4

27920,367,3

27293,3660,43

27055,753,8

28466,2755,54

27710,8922,102

27834,1961,54

27152,8703,119

27882,1430,31

28086,7243,112

27935,167,3

28771,245,7

27572,1979,50

28580,941,12

27495,11200,205

27891,1383,27

27552,2883,68

28786,706,36

28792,2482,67

27818,852,34

28357,1529,25

27885,175,5

28689,3750,34

28751,1015,7

27528,5638,66

28562,198,15

27505,2066,19

28580,1418,39

28090,2324,16

28744,749,7

28754,218,1

27841,634,16

28749,1304,32

28237,33299,386

28705,211,4

27247,1178,38

28387,2242,40

27882,3308,72

28412,5192,37

27867,556,19

28542,3225,28

27572,3059,58

28537,312,2

27909,858,35

28466,1356,12

27932,244,4

27572,653,10

27833,6102,38

28792,391,11

27370,3707,62

28345,1406,27

28357,5930,95

27311,1932,19

28115,4079,116

28720,1732,59

28466,2702,31

28353,1614,23

28124,2414,60

27025,675,10

27007,1795,29

28771,265,4

28759,409,9

27928,130,3

28110,5856,64

27584,1195,47

27676,21024,270

27842,426,7

27865,246,8

28679,1378,5

28551,4494,79

28656,1689,37

27883,2937,63

28689,996,9

28705,310,0

58650,75,0

58429,351,1

58379,510,9

58642,33,0

58748,262,16

58649,127,2

58746,63,1

58507,6484,76

58005,8794,84

58323,74,1

58415,275,1

58844,54,1

58642,200,5

58464,191,3

58573,277,8

58455,175,2

58621,113,0

58235,3838,18

58533,67,3

58452,85,1

58650,130,2

58561,94,2

58442,201,5

58442,127,0

58744,182,12

58495,167,4

58621,510,4

58778,564,9

58571,462,3

58570,2208,50

58746,506,7

58254,161,3

58571,77,1

58222,206,0

58788,97,1

58355,493,4

58054,179,1

58746,104,2

58008,455,3

58329,350,8

58054,129,2

58758,46,1

58568,250,5

58649,15,0

58630,2317,34

58425,46,0

58442,843,6

58323,93,5

58219,262,3

58233,437,2

58785,2591,35

58451,118,0

58852,1773,15

45657,226,6

45812,2289,74

44638,435,9

44088,760,48

45719,1281,2

45870,1106,18

43928,811,27

45168,410,3

45012,8727,131

44427,221,7

43084,423,3

45505,2631,57

45158,2622,38

45166,506,13

44665,2185,88

43836,344,12

44820,526,8

44195,20452,685

45845,1190,51

43519,505,13

43356,2997,28

44857,1194,54

43150,2842,57

43160,461,10

43069,32468,642

43545,571,15

45678,306,13

44073,898,50

45301,2499,42

43736,365,8

45051,17564,344

45816,1133,27

45812,367,13

43910,86,3

43511,531,17

45612,475,6

43135,212,9

44638,716,11

44857,729,15

45613,492,8

43910,499,4

43843,425,16

44045,2069,59

45678,985,25

43073,2743,67

43324,457,3

44055,2862,89

43610,8549,375

43146,1081,15

44609,3863,287

43356,3456,50

44253,1972,42

45620,214,12

45866,1596,29

45359,2132,58

45789,178,18

45459,10959,190

43731,83,0

43356,387,2

43802,953,4

43713,166,0

43436,610,30

43556,239,2

43782,385,11

43125,3092,46

45646,334,0

44411,1724,68

45330,677,18

45875,1125,27

43019,1430,24

45617,1489,39

43442,740,22

45630,921,9

44845,636,14

45356,964,14

44767,4045,182

44315,6978,269

44403,2380,134

44629,1386,27

43084,799,3

45874,290,5

45692,109,3

45241,4465,66

45787,381,24

44636,1558,71

43543,366,4

43414,2620,82

43316,303,13

74931,795,11

73717,120,0

74533,436,1

73844,88,1

73668,904,11

73772,212,1

74721,1528,11

73001,1146,26

73142,3896,23

73437,846,10

74444,1382,8

74743,453,2

73946,37,0

73159,8331,89

74825,97,0

73567,2390,17

73572,98,3

74301,618,2

74068,1568,37

73654,1085,4

74343,1248,27

73654,92,1

73843,22,0

73743,2415,27

73011,661,6

73011,1612,16

73758,99,1

73673,150,8

73571,69,0

73848,70,1

74943,377,5

74825,398,4

73539,1116,13

73548,78,0

74856,287,4

74602,866,16

73764,552,3

73559,176,3

74578,209,2

74951,1651,22

74864,785,21

73007,849,2

73401,271,1

73726,175,2

73401,271,2

74350,972,13

73031,1316,10

74737,1616,39

74469,506,10

74856,303,2

74469,2327,28

74601,175,3

74301,255,4

74864,543,7

73190,23726,228

74456,1224,8

74060,1377,13

74343,1231,9

74034,331,5

74074,2804,12

74578,1247,20

74825,784,4

74864,2181,14

74521,275,5

73642,89,4

74016,2418,54

74840,784,6

74954,1234,13

73442,711,8

73949,1786,10

73542,148,3

74187,21692,200

74467,1886,29

74003,1316,41

73062,181,0

73717,181,0

73852,1245,5

97840,120,3

97326,442,6

97036,3139,66

97121,243,0

97064,266,1

97449,246,0

97756,109,2

97464,57,1

97712,1132,13

97494,350,6

97823,11,0

97873,11,0

97722,23,0

97041,277,1

97536,1684,6

97730,604,9

97538,267,3

97737,411,3

97636,37,0

97431,2392,27

97326,517,13

97352,810,15

97907,1917,38

97313,5858,108

97882,545,6

97010,9228,161

97370,654,15

97033,19,0

97122,70,0

97882,3372,44

97876,467,2

97827,44,2

97057,347,15

97075,5790,76

97823,1,0

97148,994,15

17303,1100,27

15095,14995,421

16250,655,20

15043,2246,140

15534,383,6

19516,9024,419

16682,1186,27

16945,656,14

18921,10053,626

16229,1623,27

15925,1035,7

15834,8,0

18210,574,29

16864,4070,16

19318,7986,378

16255,216,4

16834,451,7

17726,259,6

18631,1050,41

16420,478,3

17257,2396,79

17124,4688,194

19373,13269,808

15841,155,2

16501,2013,48

15415,1002,14

16370,19,1

17251,2115,54

17223,70,4

15351,227,1

16694,874,15

15741,1080,16

15763,180,4

17076,227,8

18517,3653,218

17537,9413,474

16143,849,34

17088,2897,66

18065,6496,365

18247,5195,197

17769,950,31

16727,129,2

16342,1015,25

17051,374,3

18352,2001,135

19450,13695,893

17884,295,10

18044,5304,311

17881,1503,111

17037,355,6

19172,43003,1876

18324,617,23

16943,49,1

18248,1925,86

17045,474,17

15502,398,3

17768,19,1

18843,399,28

16940,199,3

17880,700,11

16342,225,1

16420,63,1

15347,1881,34

18453,283,12

15674,4097,84

18630,114,8

17321,6315,201

00601,180,0

00602,430,0

00604,571,0

00703,367,0

00786,210,0

00610,274,0

00616,1080,0

00784,201,0

00650,312,0

00794,604,0

00958,4833,0

00680,504,0

00956,2166,0

00627,374,0

00987,926,0

00987,3997,0

00959,597,0

00739,491,0

00742,193,0

00638,332,0

00739,420,0

00705,392,0

00782,287,0

00794,870,0

00775,23,0

00692,1096,0

00740,721,0

00612,386,0

00647,154,0

00723,377,0

00656,248,0

00959,2248,0

00778,757,0

00612,418,0

00680,217,0

00792,775,0

00662,362,0

00664,284,0

00720,445,0

00778,575,0

00667,208,0

00631,435,0

00670,125,0

00771,682,0

00729,368,0

00773,322,0

00693,725,0

00606,94,0

00707,174,0

00680,995,0

00685,444,0

00720,604,0

00771,372,0

00719,805,0

00638,420,0

00723,200,0

00624,153,0

00716,1223,0

00662,268,0

00677,236,0

00745,840,0

00647,236,0

00704,543,0

00683,310,0

00916,10182,0

00778,711,0

00685,721,0

00751,229,0

00957,1692,0

00961,1929,0

00987,1514,0

00611,247,0

00693,969,0

00694,1205,0

00765,104,0

00720,214,0

00767,470,0

00653,555,0

02915,498,18

02825,2287,117

02835,631,8

02902,21543,930

02807,1235,75

29692,754,15

29842,4947,87

29846,425,6

29673,5622,203

29432,693,35

29826,869,25

29941,6123,91

29476,6078,93

29112,515,18

29457,17075,275

29743,1489,52

29055,1221,27

29709,1476,43

29560,1158,68

29493,1245,48

29532,2468,68

29571,1294,48

29448,4770,100

29832,909,21

29055,864,39

29583,5552,201

29510,2305,53

29612,17349,342

29666,2525,76

29916,760,31

29578,12318,227

29927,916,23

29130,2442,45

29067,2537,61

29692,1895,61

29550,782,36

29123,8844,205

29571,1140,40

29525,1127,13

29845,271,7

29127,1612,46

29675,2439,33

29116,3333,130

29634,4352,60

29216,17107,270

29666,717,22

29373,8868,222

29062,3523,88

29395,740,16

29560,1440,50

29743,6612,103

57368,165,0

57399,1210,13

57560,157,5

57376,773,1

57061,1390,4

57479,1960,4

57383,266,2

57341,235,4

57762,309,3

57632,74,0

57342,371,0

57258,100,0

57004,788,8

57245,1432,10

57639,170,1

57773,306,3

57359,863,9

57261,155,2

57218,177,0

57661,298,0

57342,160,4

57466,136,1

57763,192,6

57466,202,1

57259,290,2

57533,211,10

57553,87,1

57223,191,0

57345,118,1

57366,88,1

57776,46,0

57522,837,6

57366,215,2

57536,39,0

57547,113,1

57355,155,12

57562,31,0

57214,169,2

57050,352,8

57799,848,6

57001,2623,18

57365,251,5

57421,63,1

57332,223,1

57457,66,0

57741,906,10

57585,72,1

57321,137,1

57003,10492,106

57028,207,2

57706,4183,48

57649,74,0

57455,99,0

57260,333,4

57359,88,0

57258,259,1

57537,90,0

57522,41,0

57563,420,6

57541,259,2

57036,451,11

57001,725,11

57452,266,2

57067,792,5

57622,87,2

37831,1697,13

37360,1745,20

38380,421,9

37321,1026,4

37742,3374,36

37320,3619,23

37729,1035,12

37110,421,2

38342,1153,26

37687,1583,34

37080,1069,11

38044,733,14

37707,528,6

38573,406,15

37713,1080,14

37360,1923,25

38021,870,20

38555,1613,27

37235,33699,343

38544,737,17

38380,663,11

37101,1707,19

38259,2247,32

38066,1698,25

38554,918,11

37160,1302,20

38389,2172,44

38455,983,36

37881,612,4

37818,1812,52

37305,575,11

37890,2475,48

37424,12069,109

37881,121,3

38044,1905,33

38365,1404,20

37881,1226,25

38049,1297,28

38368,1421,26

38256,802,11

38461,810,15

37101,423,17

37101,458,4

38562,453,5

37820,1564,21

37691,1157,7

37998,13228,101

38079,987,3

38041,1441,17

38473,1645,20

38461,418,5

38453,917,3

37742,1643,11

37150,1348,25

38391,3814,79

37419,783,9

38451,1157,10

38461,3389,38

37826,1659,37

38044,1134,27

37826,329,6

37774,1472,28

42223,4240,57

37359,272,2

37770,443,7

38281,1795,22

38554,1229,17

37097,308,2

38573,274,8

37326,517,13

38544,4456,57

37321,1124,18

37830,1321,7

37080,2628,42

37132,12017,115

37892,386,5

37377,347,2

37820,3364,23

38113,36685,565

38548,994,13

37050,336,11

37699,3819,46

37119,6184,112

38053,2381,23

37087,1776,8

37643,433,3

37870,546,3

37110,208,1

37378,1449,10

37684,3569,51

38464,1604,7

38241,1573,26

38559,1194,14

37068,7187,56

37071,4731,59

75886,2946,39

79714,584,10

75969,2834,90

78358,348,18

76351,137,1

79094,24,1

78026,1284,35

78931,514,9

79371,280,5

78885,185,8

78653,1993,31

76380,43,2

78387,1853,39

76534,6327,100

78279,64779,1394

78606,159,6

79351,2,0

76637,405,11

75569,1788,78

77577,12271,182

77803,8581,67

79842,246,5

79255,22,1

78355,354,23

76432,1004,35

77863,461,6

78669,925,15

78655,1693,37

77978,929,9

79510,123,4

78568,24085,1079

75686,391,13

79039,53,0

75562,498,23

79085,301,7

77523,1556,20

75780,1633,36

79259,120,0

76261,107,2

79336,99,1

76949,109,5

76888,88,4

75491,17768,175

79095,21,0

77412,501,4

78606,3709,120

76432,354,5

76837,142,2

76272,539,9

76597,1970,13

79248,35,3

79766,74,3

76943,166,7

79357,115,6

79855,97,2

79051,362,10

75372,99174,1222

79351,820,17

78164,1078,44

79015,1328,25

75441,33,0

76272,16273,171

79243,51,2

78830,289,7

79240,85,1

78341,488,21

76454,251,6

79759,6246,117

78828,71,2

79949,40887,595

75101,4875,76

76402,1017,13

76656,666,5

75492,778,18

78945,521,22

79556,102,3

79221,126,9

79248,21,1

77477,17486,306

75478,216,7

75860,459,4

78005,1014,9

79342,511,11

77590,12404,169

79330,124,7

78618,361,10

79739,13,0

78164,157,6

78604,1112,20

79002,450,10

76245,2508,68

75693,3372,86

77876,1177,35

78655,3876,79

79250,2537,63

79259,45,1

76637,196,4

79040,193,6

79225,63,1

77656,1429,34

77572,159272,2783

75694,1069,38

79044,170,2

79533,80,3

78606,6353,86

79011,133,0

75156,1598,35

78565,35041,1924

76666,803,16

79353,632,14

76467,1167,38

75478,614,27

75835,419,13

79748,1192,21

79938,94,3

75404,1944,44

79007,326,7

76930,13,0

76458,151,3

77970,647,16

77612,515,34

79854,21,0

77703,8245,152

78361,168,6

78380,1590,52

76070,3588,65

79533,585,2

78062,951,17

75156,3499,56

78606,387,10

78338,11,2

79518,10,0

78003,697,13

76874,24,1

79248,1,0

78877,78,1

78379,1023,52

76363,113,9

78019,366,13

75446,1768,46

79371,507,24

76824,305,9

77964,1131,39

78945,239,14

77850,342,11

77368,2291,58

76678,673,16

79046,68,1

78022,381,10

76831,176,3

79452,17703,184

79383,165,5

77831,758,6

75668,170,14

79705,89,7

76820,80,2

77483,1095,53

78877,4182,146

76887,202,4

76654,9961,151

78026,24,1

78003,1274,48

76854,62,0

79711,5211,92

76534,545,7

76880,76,1

79565,179,2

76261,270,5

77393,13796,174

79013,1317,22

75668,217,5

79234,17,0

75978,1789,68

75155,1919,40

77612,188,13

79556,405,5

78409,21187,440

79093,302,5

79010,27,2

77626,2160,46

76450,700,17

75954,468,28

76008,2400,47

79053,570,18

79744,474,7

77399,1266,35

79104,7845,100

79846,128,7

75453,153,5

79094,5049,56

76932,92,6

78879,123,8

75559,196,17

79772,258,7

78377,309,16

79059,14,0

76687,420,4

75132,1899,32

76933,296,9

75658,995,23

75959,94,9

75961,269,15

77364,237,11

78387,1572,80

76877,117,1

76936,55,2

79527,1074,14

79533,39,0

75954,544,30

73960,77,1

75757,6383,134

76070,156,5

78361,3928,185

76450,160,4

76951,13,0

79540,19,1

76950,108,3

79094,146,3

76197,64290,814

79699,4387,69

78851,4,0

79316,505,8

76483,17,2

75456,1586,35

76958,4678,77

78710,31653,449

75845,206,7

77616,261,4

75693,484,13

79752,27,3

78801,833,36

78843,2489,125

75756,907,29

77903,4248,97

77334,3946,62

77446,971,17

79788,158,1

77834,700,48

78369,15145,353

77432,1426,58

79096,76,0

76311,3649,33

79225,336,3

78598,1228,55

78651,9608,152

78143,998,28

79745,140,4

76458,908,15

75444,633,39

79355,289,6

76389,535,8

78361,346,9

78829,538,18

84731,73,0

84334,927,6

84320,4077,10

84539,234,1

84023,1,0

84056,8172,41

84027,153,0

84513,106,3

84776,100,5

84540,132,1

84772,935,3

84645,258,4

84741,97,1

84644,266,0

84017,198,0

84740,29,0

84028,22,0

84114,45508,299

84536,804,30

84623,401,2

84724,284,1

84061,1365,1

84080,1385,2

84008,217,0

84633,28067,78

84049,1107,9

84737,4766,44

84773,18,0

84412,6304,33

05778,120,2

05776,137,1

05848,41,0

05407,966,39

05904,7,0

05470,135,7

05440,17,0

05662,63,1

05058,33,0

05875,33,0

05777,134,1

05678,125,2

05360,145,3

05009,119,2

00850,502,6

00830,67,1

00802,779,14

23341,1210,19

22924,1564,24

22311,4230,74

24426,113,4

23850,146,6

24526,573,5

24553,290,6

22241,4562,154

24431,659,8

24432,24,0

24526,1186,17

24318,70,5

24438,383,12

24209,263,7

23821,421,5

24627,258,2

24590,733,9

24416,121,1

23963,705,8

22538,414,6

24351,602,29

23140,100,5

23963,212,1

22905,1581,31

23464,4880,78

23297,7029,102

22646,117,1

23834,303,26

24426,35,0

24426,49,0

22737,1374,18

23139,117,2

24541,1173,42

24269,134,1

23841,513,12

23847,295,28

22504,195,2

20069,23462,606

22032,158,8

22040,75,7

20119,1084,27

24072,243,15

24590,425,9

24176,806,5

23851,490,13

22663,1158,13

22407,585,6

24333,443,30

24093,129,0

23178,345,3

23084,327,7

24378,374,19

22973,291,3

23879,893,14

24535,510,8

23667,2102,32

23069,1612,42

22807,3002,35

23238,6249,232

24089,1307,31

24484,10,0

23860,506,7

23866,858,26

23127,949,22

22526,270,5

23177,200,3

23161,85,2

22507,199,1

24244,473,9

24450,233,1

20131,7784,130

23024,393,8

23923,151,4

24551,1936,25

22973,130,3

20113,642,8

20108,2032,27

24112,479,24

23064,131,0

23915,869,35

23149,145,11

24060,2738,5

24553,136,2

23181,285,3

23628,3166,51

23508,5331,85

23486,319,31

22539,216,7

24273,49,0

23930,340,21

22960,402,5

22650,469,30

24380,319,27

23804,918,30

24549,1275,17

23662,97,2

23702,2819,69

23139,311,5

23958,746,13

23830,1075,6

20143,14015,223

24058,293,6

24132,925,1

22749,69,2

22520,379,5

23225,5285,76

24015,1468,14

24029,2695,37

24439,151,3

22853,1742,27

24646,472,8

24018,534,6

24244,352,6

22641,963,61

24374,617,25

23888,919,37

22565,2420,51

22134,2328,20

24401,383,3

23433,2284,78

23888,141,5

23884,640,13

24613,502,2

23457,7833,104

22663,572,20

24319,979,26

22952,385,4

22520,337,5

23187,215,8

22604,607,5

24216,609,10

24374,334,6

23090,637,9

99159,917,10

99403,230,8

99337,5393,137

98821,2331,20

98350,264,1

98661,4569,81

99143,14,1

98626,798,7

98813,1401,10

99160,34,0

99326,4942,68

99403,14,0

99116,3515,25

98587,709,11

98239,383,15

98358,86,0

98114,26540,828

98386,1477,23

98934,714,22

98670,208,3

98565,709,12

99013,76,2

98546,519,9

98829,1139,13

98577,117,3

99152,140,1

98431,11121,248

98221,32,0

98238,1242,24

98648,71,1

98256,9891,241

99039,9382,202

99040,249,5

98516,1767,31

98643,10,0

99362,1151,7

98226,1586,60

99102,1787,13

98933,12863,284

26238,175,1

25421,1534,17

25021,339,3

26615,62,0

26058,214,4

25774,1354,21

25268,34,0

25211,60,3

26339,70,1

25888,762,20

25267,64,0

26710,188,8

25972,181,4

26714,125,1

26034,214,1

26815,105,1

26404,644,12

25231,378,24

25423,567,4

25396,3564,101

26411,79,2

25506,236,2

25630,748,45

26560,371,5

26038,290,4

25239,174,6

24887,117,0

24724,704,30

26710,212,4

25621,564,10

26527,2290,5

24993,241,8

25427,141,0

26679,185,3

25003,514,8

26802,74,1

26146,25,3

26291,68,0

26705,199,4

25070,842,13

25921,761,8

26270,410,1

26138,36,0

25270,100,2

24943,103,1

26424,166,8

26292,63,0

26434,32,0

26237,243,2

25506,562,11

26298,29,0

26419,171,1

26138,45,0

26105,543,6

24834,251,5

54646,500,5

54861,280,3

54817,1094,6

54865,231,1

54344,14903,91

54755,261,3

54853,311,6

54952,2689,11

54774,1567,13

54405,894,18

53532,1808,5

54628,330,0

53702,14843,49

53065,4091,27

54246,810,5

54836,773,1

54764,1055,1

54755,3355,12

54103,222,7

54974,4425,19

54541,465,10

53806,1874,29

53550,943,5

53939,833,2

53544,484,1

54547,207,2

54466,471,1

53137,2706,10

54646,763,4

53192,5458,77

54201,1059,6

54614,4262,20

53541,524,1

54485,933,9

54532,793,8

53061,3016,12

54405,4828,55

54104,1766,11

53964,640,2

54150,288,0

53259,41747,576

54620,1104,4

54104,2151,15

54520,1228,13

54912,9350,63

53074,2360,24

54769,136,0

54769,911,7

54824,570,3

54977,2753,20

54556,371,1

53139,7720,109

53941,464,8

53534,5150,43

54817,214,1

53940,1706,7

54817,372,3

54929,2376,19

53040,4706,24

54020,1868,11

54422,485,7

54755,1011,2

54628,490,2

54557,563,5

53148,3632,38

54817,238,2

53040,4574,43

53187,12865,115

54926,2535,40

54963,988,5

54944,8995,57

54466,1728,10

82051,1371,4

82434,227,7

82718,897,3

82321,314,2

82229,294,0

82710,104,1

82515,1262,15

82218,155,3

82401,52,0

82639,98,2

82081,1487,6

83119,329,3

82639,1331,8

82242,11,0

82435,613,3

82210,126,2

82837,695,4

82922,160,1

82942,476,2

83025,756,1

82936,442,3

82401,145,7

82730,132,0
